node_label	node_type	node_count	example_files
anoxic or hypoxic condition	ENVIRONMENTAL_FACTOR	1	data/traits/environment/anaerobic.yaml
oxygen-sensitive catalytic sites	MOLECULAR_FUNCTION	1	data/traits/environment/anaerobic.yaml
antioxidant enzymes (sod/cat/peroxidases)	GENE_OR_PROTEIN	1	data/traits/environment/anaerobic.yaml
ros detoxification	BIOLOGICAL_PROCESS	1	data/traits/environment/anaerobic.yaml
respiratory reductases	GENE_OR_PROTEIN	1	data/traits/environment/anaerobic.yaml
alternative anaerobic electron acceptors	CHEMICAL	1	data/traits/environment/anaerobic.yaml
ars operon (arsb pump)	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
arsr transcriptional repressor	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
ars promoter	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
arsenate reduction to arsenite	BIOLOGICAL_PROCESS	1	data/traits/environment/arsenic_tolerant.yaml
arsb arsenite efflux permease	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
acr3 arsenite efflux permease	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
arsm arsenite s-adenosylmethionine methyltransferase	GENE_OR_PROTEIN	1	data/traits/environment/arsenic_tolerant.yaml
arsenite methylation	BIOLOGICAL_PROCESS	1	data/traits/environment/arsenic_tolerant.yaml
metallothionein / thiol-rich metal-binding proteins	GENE_OR_PROTEIN	1	data/traits/environment/cadmium_tolerant.yaml
cadmium ion sequestration	BIOLOGICAL_PROCESS	1	data/traits/environment/cadmium_tolerant.yaml
cada p-type (p1b) atpase	GENE_OR_PROTEIN	1	data/traits/environment/cadmium_tolerant.yaml
czc/cnr cobalt efflux system	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
czccba efflux complex	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
czcs/czcr two-component system	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
czccba operon expression	BIOLOGICAL_PROCESS	1	data/traits/environment/cobalt_tolerant.yaml
cnr (cnrcbayxht) determinant	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
dmef cdf-family exporter	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
rcna/yohm co/ni efflux protein	GENE_OR_PROTEIN	1	data/traits/environment/cobalt_tolerant.yaml
cellular cobalt homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/cobalt_tolerant.yaml
copper efflux systems (cue/cus/pco/cop)	GENE_OR_PROTEIN	1	data/traits/environment/copper_tolerant.yaml
ros-mediated oxidative damage	BIOLOGICAL_PROCESS	1	data/traits/environment/copper_tolerant.yaml
periplasmic multicopper oxidase (cueo-type)	GENE_OR_PROTEIN	1	data/traits/environment/copper_tolerant.yaml
cu(i) to cu(ii) oxidation	MOLECULAR_FUNCTION	1	data/traits/environment/copper_tolerant.yaml
membrane fluidity/stability	QUALITY	1	data/traits/environment/delta_phenotype_with_numerical_limits.yaml
compatible solutes / osmolytes	CHEMICAL	1	data/traits/environment/delta_phenotype_with_numerical_limits.yaml
saturated:unsaturated fatty-acid ratio	QUALITY	1	data/traits/environment/delta_phenotype_with_numerical_limits.yaml
core central metabolism	BIOLOGICAL_PROCESS	1	data/traits/environment/delta_phenotype_with_numerical_limits.yaml
extreme water loss	ENVIRONMENTAL_FACTOR	1	data/traits/environment/desiccation_tolerant.yaml
anhydrobiotic state	STATE	1	data/traits/environment/desiccation_tolerant.yaml
oxidative stress / ros	BIOLOGICAL_PROCESS	1	data/traits/environment/desiccation_tolerant.yaml
vitrification / glass formation	BIOLOGICAL_PROCESS	1	data/traits/environment/desiccation_tolerant.yaml
heat shock protein / chaperone activity	MOLECULAR_FUNCTION	1	data/traits/environment/desiccation_tolerant.yaml
protein aggregation	BIOLOGICAL_PROCESS	1	data/traits/environment/desiccation_tolerant.yaml
desiccation-related intrinsically disordered proteins	GENE_OR_PROTEIN	1	data/traits/environment/desiccation_tolerant.yaml
wide salinity range	ENVIRONMENTAL_FACTOR	1	data/traits/environment/euryhaline.yaml
salinity gradient	ENVIRONMENTAL_FACTOR	1	data/traits/environment/euryhaline.yaml
mechanosensitive channels (msc)	GENE_OR_PROTEIN	1	data/traits/environment/euryhaline.yaml
osmotic downshock	BIOLOGICAL_PROCESS	1	data/traits/environment/euryhaline.yaml
proteome acidification	BIOLOGICAL_PROCESS	1	data/traits/environment/euryhaline.yaml
archaeal tetraether membrane lipids	CHEMICAL	1	data/traits/environment/extreme_hyperthermophilic.yaml
hyperthermostable proteins	GENE_OR_PROTEIN	1	data/traits/environment/extreme_hyperthermophilic.yaml
hyperthermophile bioenergetics	BIOLOGICAL_PROCESS	1	data/traits/environment/extreme_hyperthermophilic.yaml
dna positive supercoiling	BIOLOGICAL_PROCESS	1	data/traits/environment/extreme_hyperthermophilic.yaml
dna thermal denaturation	BIOLOGICAL_PROCESS	1	data/traits/environment/extreme_hyperthermophilic.yaml
thermally damaged dna	CHEMICAL	1	data/traits/environment/extreme_hyperthermophilic.yaml
grsa/grsb gdgt cyclization enzymes	GENE_OR_PROTEIN	1	data/traits/environment/extreme_hyperthermophilic.yaml
membrane integrity at high temperature	STATE	1	data/traits/environment/extreme_hyperthermophilic.yaml
hypersaline brine	ENVIRONMENTAL_FACTOR	1	data/traits/environment/extremely_halophilic.yaml
acidic halophilic proteins	GENE_OR_PROTEIN	1	data/traits/environment/extremely_halophilic.yaml
sodium efflux	BIOLOGICAL_PROCESS	1	data/traits/environment/extremely_halophilic.yaml
protein solubility and function in high salt	QUALITY	1	data/traits/environment/extremely_halophilic.yaml
s-layer glycoprotein n-glycosylation	BIOLOGICAL_PROCESS	1	data/traits/environment/extremely_halophilic.yaml
s-layer stability	QUALITY	1	data/traits/environment/extremely_halophilic.yaml
anaerobic respiration or fermentation	BIOLOGICAL_PROCESS	1	data/traits/environment/facultative_oxygen_preference.yaml
oxygen-sensing regulation	GENE_OR_PROTEIN	1	data/traits/environment/facultative_oxygen_preference.yaml
aerobic energy-generating pathways	PATHWAY	1	data/traits/environment/facultative_oxygen_preference.yaml
anaerobic metabolism genes	PATHWAY	1	data/traits/environment/facultative_oxygen_preference.yaml
cytochrome bd terminal oxidase	GENE_OR_PROTEIN	1	data/traits/environment/facultative_oxygen_preference.yaml
moderate temperature	ENVIRONMENTAL_FACTOR	1	data/traits/environment/facultative_psychrophilic.yaml
two-component signaling system	BIOLOGICAL_PROCESS	1	data/traits/environment/facultative_psychrophilic.yaml
freeze-thaw cycles	ENVIRONMENTAL_FACTOR	1	data/traits/environment/facultative_psychrophilic.yaml
rna secondary structure	CHEMICAL	1	data/traits/environment/facultative_psychrophilic.yaml
near-neutral cytoplasm	STATE	1	data/traits/environment/facultatively_acidophilic.yaml
inside-positive membrane potential	QUALITY	1	data/traits/environment/facultatively_acidophilic.yaml
rigid impermeable membrane	CELLULAR_LOCALIZATION	1	data/traits/environment/facultatively_acidophilic.yaml
glutamate decarboxylase system	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_acidophilic.yaml
intracellular ph	QUALITY	1	data/traits/environment/facultatively_acidophilic.yaml
fnr-type oxygen-responsive regulation	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_aerobic.yaml
terminal electron acceptor availability	ENVIRONMENTAL_FACTOR	1	data/traits/environment/facultatively_aerobic.yaml
terminal respiratory branch choice	BIOLOGICAL_PROCESS	1	data/traits/environment/facultatively_aerobic.yaml
arcab two-component system	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_aerobic.yaml
anaerobic metabolism genes	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_aerobic.yaml
aerobic metabolism genes	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_aerobic.yaml
acidic secondary cell-wall components	CELLULAR_LOCALIZATION	1	data/traits/environment/facultatively_alkaphilic.yaml
atp production at alkaline ph	BIOLOGICAL_PROCESS	1	data/traits/environment/facultatively_alkaphilic.yaml
fnr oxygen-responsive regulator	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_anaerobic.yaml
arca/arcab two-component regulator	GENE_OR_PROTEIN	1	data/traits/environment/facultatively_anaerobic.yaml
alternative terminal electron acceptors	CHEMICAL	1	data/traits/environment/facultatively_anaerobic.yaml
anaerobic electron transport chain operation	BIOLOGICAL_PROCESS	1	data/traits/environment/facultatively_anaerobic.yaml
maintenance of near-neutral cytoplasmic ph	BIOLOGICAL_PROCESS	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
k+/h+ or na+/h+ antiporter activity	MOLECULAR_FUNCTION	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
cytoplasmic acidification	STATE	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
f0f1-atpase / proton-pumping respiratory chain activity	MOLECULAR_FUNCTION	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
prevention of cytoplasmic acidification	BIOLOGICAL_PROCESS	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
amino-acid decarboxylase/antiporter system	MOLECULAR_FUNCTION	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
hypertonic salinity increase	ENVIRONMENTAL_FACTOR	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
cell shrinkage and lowered turgor	STATE	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
opua-mediated glycine betaine uptake	MOLECULAR_FUNCTION	1	data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml
saline soda lake environment	ENVIRONMENTAL_FACTOR	1	data/traits/environment/haloalkaliphilic.yaml
alkaline ph	ENVIRONMENTAL_FACTOR	1	data/traits/environment/haloalkaliphilic.yaml
compatible-solute (salt-out) strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/haloalkaliphilic.yaml
na+ efflux and ph regulation	BIOLOGICAL_PROCESS	1	data/traits/environment/haloalkaliphilic.yaml
choline oxidation pathway	PATHWAY	1	data/traits/environment/haloalkaliphilic.yaml
k+ uniport system	GENE_OR_PROTEIN	1	data/traits/environment/halophilic.yaml
acidified proteome	STATE	1	data/traits/environment/halophilic.yaml
l-aspartic acid	CHEMICAL	1	data/traits/environment/halophilic.yaml
environmental salinity	ENVIRONMENTAL_FACTOR	1	data/traits/environment/halophily_preference.yaml
proton electrochemical gradient	CHEMICAL	1	data/traits/environment/halophily_preference.yaml
acidified proteome	QUALITY	1	data/traits/environment/halophily_preference.yaml
protein solubility in hypersaline conditions	QUALITY	1	data/traits/environment/halophily_preference.yaml
mechanosensitive channels	GENE_OR_PROTEIN	1	data/traits/environment/halophily_preference.yaml
rapid solute efflux	BIOLOGICAL_PROCESS	1	data/traits/environment/halophily_preference.yaml
high-salt exposure	ENVIRONMENTAL_FACTOR	1	data/traits/environment/halotolerant.yaml
stress protection	BIOLOGICAL_PROCESS	1	data/traits/environment/halotolerant.yaml
beta/betb	GENE_OR_PROTEIN	1	data/traits/environment/halotolerant.yaml
thermostable enzymes	GENE_OR_PROTEIN	1	data/traits/environment/hyperthermophilic.yaml
archaeal molecular chaperonins	GENE_OR_PROTEIN	1	data/traits/environment/hyperthermophilic.yaml
cyclic 2,3-diphosphoglycerate (cdpg)	CHEMICAL	1	data/traits/environment/hyperthermophilic.yaml
archaeal proteins	GENE_OR_PROTEIN	1	data/traits/environment/hyperthermophilic.yaml
dna oxidative damage by hydroxyl radicals	BIOLOGICAL_PROCESS	1	data/traits/environment/hyperthermophilic.yaml
glycerol monoalkyl glycerol tetraether (gmgt) lipids	CHEMICAL	1	data/traits/environment/hyperthermophilic.yaml
gms (gmgt synthase)	GENE_OR_PROTEIN	1	data/traits/environment/hyperthermophilic.yaml
membrane rigidity at high temperature	QUALITY	1	data/traits/environment/hyperthermophilic.yaml
gamma radiation	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ionizing_radiation_tolerant.yaml
manganese-mediated oxidative-damage protection	BIOLOGICAL_PROCESS	1	data/traits/environment/ionizing_radiation_tolerant.yaml
dna double-strand breaks and clustered lesions	STATE	1	data/traits/environment/ionizing_radiation_tolerant.yaml
high intracellular mn/fe ratio	QUALITY	1	data/traits/environment/ionizing_radiation_tolerant.yaml
mer operon (mera reductase)	GENE_OR_PROTEIN	1	data/traits/environment/mercury_tolerant.yaml
mercury(ii) reduction	BIOLOGICAL_PROCESS	1	data/traits/environment/mercury_tolerant.yaml
merb (organomercurial lyase)	GENE_OR_PROTEIN	1	data/traits/environment/mercury_tolerant.yaml
organomercurial compound	CHEMICAL	1	data/traits/environment/mercury_tolerant.yaml
merr (hg-responsive regulator)	GENE_OR_PROTEIN	1	data/traits/environment/mercury_tolerant.yaml
mer operon transcription	BIOLOGICAL_PROCESS	1	data/traits/environment/mercury_tolerant.yaml
moderate ambient temperature	ENVIRONMENTAL_FACTOR	1	data/traits/environment/mesophilic.yaml
mesophile enzyme repertoire	GENE_OR_PROTEIN	1	data/traits/environment/mesophilic.yaml
balanced mesophilic growth	BIOLOGICAL_PROCESS	1	data/traits/environment/mesophilic.yaml
heat shock	ENVIRONMENTAL_FACTOR	1	data/traits/environment/mesophilic.yaml
sigma-32 (rpoh)	GENE_OR_PROTEIN	1	data/traits/environment/mesophilic.yaml
heat shock genes	GENE_OR_PROTEIN	1	data/traits/environment/mesophilic.yaml
toxic heavy-metal ion	ENVIRONMENTAL_FACTOR	1	data/traits/environment/metal_tolerant.yaml
metal efflux pump	GENE_OR_PROTEIN	1	data/traits/environment/metal_tolerant.yaml
arsenate as(v)	CHEMICAL	1	data/traits/environment/metal_tolerant.yaml
arsenite as(iii)	CHEMICAL	1	data/traits/environment/metal_tolerant.yaml
ars operon	GENE_OR_PROTEIN	1	data/traits/environment/metal_tolerant.yaml
arsenic tolerance	STATE	1	data/traits/environment/metal_tolerant.yaml
microoxic environment	ENVIRONMENTAL_FACTOR	1	data/traits/environment/microaerophilic.yaml
high-affinity terminal oxidase	GENE_OR_PROTEIN	1	data/traits/environment/microaerophilic.yaml
cytochrome cbb3 oxidase	GENE_OR_PROTEIN	1	data/traits/environment/microaerophilic.yaml
cytochrome bd ubiquinol oxidase	GENE_OR_PROTEIN	1	data/traits/environment/microaerophilic.yaml
respiration under low oxygen	BIOLOGICAL_PROCESS	1	data/traits/environment/microaerophilic.yaml
branched respiratory chain	PATHWAY	1	data/traits/environment/microaerophilic.yaml
adaptation to fluctuating oxygen	BIOLOGICAL_PROCESS	1	data/traits/environment/microaerophilic.yaml
limited oxygen exposure	ENVIRONMENTAL_FACTOR	1	data/traits/environment/microaerotolerant.yaml
oxidative stress defense enzymes	GENE_OR_PROTEIN	1	data/traits/environment/microaerotolerant.yaml
intermediate oxygen level	ENVIRONMENTAL_FACTOR	1	data/traits/environment/microaerotolerant.yaml
rubrerythrin/peroxidase	GENE_OR_PROTEIN	1	data/traits/environment/microaerotolerant.yaml
reduced electron donors (nadh)	CHEMICAL	1	data/traits/environment/microaerotolerant.yaml
gut lumen oxygen gradient	ENVIRONMENTAL_FACTOR	1	data/traits/environment/microaerotolerant.yaml
low-oxygen defense systems	BIOLOGICAL_PROCESS	1	data/traits/environment/microaerotolerant.yaml
ectd (ectoine hydroxylase)	GENE_OR_PROTEIN	1	data/traits/environment/moderately_halophilic.yaml
bcct transporters	GENE_OR_PROTEIN	1	data/traits/environment/moderately_halophilic.yaml
teaabc trap transporter	GENE_OR_PROTEIN	1	data/traits/environment/moderately_halophilic.yaml
salt-out (compatible-solute) strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/moderately_halophilic.yaml
osmoadaptive flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta.yaml
euryhaline physiology	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta.yaml
tolerance breadth	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta.yaml
hyperosmotic upshift	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta.yaml
high maximal nacl tolerance	QUALITY	1	data/traits/environment/nacl_delta.yaml
mechanosensitive channels (mscl/mscs)	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta.yaml
maximal osmoadaptive flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_high.yaml
high external salinity	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta_high.yaml
salt-in osmoadaptation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_high.yaml
salinity transition across biomes	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta_high.yaml
proteome reorganization	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_high.yaml
hybrid salt-in/salt-out osmoregulation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_high.yaml
fluctuating salinity environment	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta_high.yaml
hypersaline environment	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta_high.yaml
halophilic osmoadaptation strategies	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_high.yaml
limited osmoadaptive flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_low.yaml
ectoine biosynthesis capacity	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_low.yaml
compatible-solute transporters (opu/prou)	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta_low.yaml
trkh potassium uptake system	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta_low.yaml
nhac-family na+/h+ antiporter	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta_low.yaml
intracellular proline accumulation	CHEMICAL	1	data/traits/environment/nacl_delta_low.yaml
salt-tolerance breadth	CAPACITY	1	data/traits/environment/nacl_delta_low.yaml
modest osmoadaptive flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid1.yaml
osmoadaptation / growth under nacl stress	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid1.yaml
ectoine biosynthesis (ectb/ecta/ectc)	PATHWAY	1	data/traits/environment/nacl_delta_mid1.yaml
compatible organic osmolyte influx and biosynthesis	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid1.yaml
robust osmoadaptive flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid2.yaml
potassium uptake systems	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta_mid2.yaml
cell volume regulation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid2.yaml
osmolality	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_delta_mid2.yaml
kdpfabc complex	GENE_OR_PROTEIN	1	data/traits/environment/nacl_delta_mid2.yaml
compatible-solute accumulation/transport	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid2.yaml
osmoprotection	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid2.yaml
exopolysaccharide matrix	CELLULAR_LOCALIZATION	1	data/traits/environment/nacl_delta_mid2.yaml
water retention / reduced pericellular na+ toxicity	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_delta_mid2.yaml
osmotic balance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum.yaml
protein stability at high salt	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum.yaml
compatible solute uptake	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum.yaml
lower energetic cost than de novo synthesis	QUALITY	1	data/traits/environment/nacl_optimum.yaml
cytoplasmic na+ homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum.yaml
hypersaline nacl	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_optimum_high.yaml
intracellular kcl concentration	CHEMICAL	1	data/traits/environment/nacl_optimum_high.yaml
potassium uptake system	GENE_OR_PROTEIN	1	data/traits/environment/nacl_optimum_high.yaml
protein function at high salinity	MOLECULAR_FUNCTION	1	data/traits/environment/nacl_optimum_high.yaml
increased acidic amino-acid content	QUALITY	1	data/traits/environment/nacl_optimum_high.yaml
protein solubility in high salt	QUALITY	1	data/traits/environment/nacl_optimum_high.yaml
low ambient nacl	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_optimum_low.yaml
minimal osmoadaptive load	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_low.yaml
non-halophilic optimum nacl (<0.2 m / ~1% w/v)	TRAIT	1	data/traits/environment/nacl_optimum_low.yaml
halotolerant organism	TRAIT	1	data/traits/environment/nacl_optimum_low.yaml
osmotic stress adaptation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_low.yaml
k+ uptake systems (trk/ktr/kup/kima)	GENE_OR_PROTEIN	1	data/traits/environment/nacl_optimum_low.yaml
opua/opuc compatible-solute transporters	GENE_OR_PROTEIN	1	data/traits/environment/nacl_optimum_low.yaml
seawater-like nacl	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_optimum_mid1.yaml
modest osmoadaptation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_mid1.yaml
slight halophile / halotolerant physiology	STATE	1	data/traits/environment/nacl_optimum_mid1.yaml
salt-in osmoregulation strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_mid1.yaml
compatible-solute osmoregulation strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_mid1.yaml
elevated external nacl	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_optimum_mid1.yaml
pronounced compatible-solute accumulation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_mid2.yaml
ectoine biosynthesis module (ectabc)	PATHWAY	1	data/traits/environment/nacl_optimum_mid2.yaml
compatible-solute strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_optimum_mid2.yaml
low-salt tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range.yaml
high-salt tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range.yaml
bounded growth window	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range.yaml
trk/ktr potassium influx systems	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range.yaml
kima/kup high-affinity k+ uptake transporters	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range.yaml
kdp system / kdpfabc expression	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range.yaml
opua-like compatible-solute importers	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range.yaml
salt-in physiology	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_high.yaml
high external nacl / hypersaline brine	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_range_high.yaml
intracellular k+	CHEMICAL	1	data/traits/environment/nacl_range_high.yaml
acidic amino acid enrichment (asp/glu)	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_high.yaml
protein function at very high ionic strength	MOLECULAR_FUNCTION	1	data/traits/environment/nacl_range_high.yaml
intracellular compatible solutes	CHEMICAL	1	data/traits/environment/nacl_range_high.yaml
protein stabilization under salt stress	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_high.yaml
limited high-salt tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_low.yaml
nacl concentration	ENVIRONMENTAL_FACTOR	1	data/traits/environment/nacl_range_low.yaml
hyperosmotic stress	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_low.yaml
mechanosensitive channels mscl/mscs	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range_low.yaml
opua/opuc compatible-solute importers	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range_low.yaml
choline uptake	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_low.yaml
modest osmoadaptive tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid1.yaml
slight halophile	TRAIT	1	data/traits/environment/nacl_range_mid1.yaml
moderate halophile	TRAIT	1	data/traits/environment/nacl_range_mid1.yaml
optimal growth between 0.5 and 2.5 m salt	QUALITY	1	data/traits/environment/nacl_range_mid1.yaml
k+ accumulation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid1.yaml
osmotic balance / salt adaptation	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid1.yaml
compatible solute strategy	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid1.yaml
halotolerant and moderate halophiles	TRAIT	1	data/traits/environment/nacl_range_mid1.yaml
robust osmoadaptive tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid2.yaml
na+ and k+ ion uptake	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid2.yaml
osmotic pressure balance	BIOLOGICAL_PROCESS	1	data/traits/environment/nacl_range_mid2.yaml
intracellular glutamate/glutamine pools	CHEMICAL	1	data/traits/environment/nacl_range_mid2.yaml
beta/betb pathway	GENE_OR_PROTEIN	1	data/traits/environment/nacl_range_mid2.yaml
external acidic ph	ENVIRONMENTAL_FACTOR	1	data/traits/environment/neutrophilic.yaml
cytoplasmic proton influx	BIOLOGICAL_PROCESS	1	data/traits/environment/neutrophilic.yaml
intracellular ph	STATE	1	data/traits/environment/neutrophilic.yaml
f1f0-atpase proton pump	GENE_OR_PROTEIN	1	data/traits/environment/neutrophilic.yaml
low-to-moderate salinity	ENVIRONMENTAL_FACTOR	1	data/traits/environment/non_halophilic.yaml
compatible-solute uptake systems	GENE_OR_PROTEIN	1	data/traits/environment/non_halophilic.yaml
water efflux and cytoplasmic volume decrease	BIOLOGICAL_PROCESS	1	data/traits/environment/non_halophilic.yaml
rapid potassium uptake	BIOLOGICAL_PROCESS	1	data/traits/environment/non_halophilic.yaml
l-glutamate	CHEMICAL	1	data/traits/environment/non_halophilic.yaml
k+ uptake system (kdp/kef)	GENE_OR_PROTEIN	1	data/traits/environment/obligately_acidophilic.yaml
p-type proton-translocating atpase	GENE_OR_PROTEIN	1	data/traits/environment/obligately_acidophilic.yaml
proton efflux from cytoplasm	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_acidophilic.yaml
na+/h+ antiporter (nha)	GENE_OR_PROTEIN	1	data/traits/environment/obligately_acidophilic.yaml
hopanoid-containing membrane	CELLULAR_LOCALIZATION	1	data/traits/environment/obligately_acidophilic.yaml
glutamate decarboxylase system (gad)	GENE_OR_PROTEIN	1	data/traits/environment/obligately_acidophilic.yaml
terminal respiratory oxidases	GENE_OR_PROTEIN	1	data/traits/environment/obligately_aerobic.yaml
absence of oxygen (anoxia)	ENVIRONMENTAL_FACTOR	1	data/traits/environment/obligately_aerobic.yaml
catalase / catalase-peroxidase activity	MOLECULAR_FUNCTION	1	data/traits/environment/obligately_aerobic.yaml
fe-s cluster enzymes	GENE_OR_PROTEIN	1	data/traits/environment/obligately_aerobic.yaml
proton-coupled atp synthase	GENE_OR_PROTEIN	1	data/traits/environment/obligately_alkaphilic.yaml
monovalent cation/proton antiporters	GENE_OR_PROTEIN	1	data/traits/environment/obligately_alkaphilic.yaml
secondary cell wall polymers / s-layer	CELLULAR_LOCALIZATION	1	data/traits/environment/obligately_alkaphilic.yaml
net negative surface charge	QUALITY	1	data/traits/environment/obligately_alkaphilic.yaml
anionic membrane phospholipids (pg/pc/cl)	CHEMICAL	1	data/traits/environment/obligately_alkaphilic.yaml
acetate anion	CHEMICAL	1	data/traits/environment/obligately_alkaphilic.yaml
transmembrane diffusion of acetate	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_alkaphilic.yaml
low-potential metal centres	MOLECULAR_FUNCTION	1	data/traits/environment/obligately_anaerobic.yaml
oxygen exposure	ENVIRONMENTAL_FACTOR	1	data/traits/environment/obligately_anaerobic.yaml
