node_label	node_type	node_count	example_files
pyruvate formate lyase (pflb)	GENE_OR_PROTEIN	1	data/traits/metabolism/mixed_acid_fermentation.yaml
phosphotransacetylase / acetate kinase (pta/acka)	GENE_OR_PROTEIN	1	data/traits/metabolism/mixed_acid_fermentation.yaml
formate hydrogenlyase complex (fhl)	GENE_OR_PROTEIN	1	data/traits/metabolism/mixed_acid_fermentation.yaml
acidic conditions	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/mixed_acid_fermentation.yaml
molecular oxygen	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/mixed_acid_fermentation.yaml
cytoplasmic ph	QUALITY	1	data/traits/metabolism/mixed_acid_fermentation.yaml
ferredoxin/flavodoxin	GENE_OR_PROTEIN	1	data/traits/metabolism/nitrogen_fixation.yaml
nifh (fe-protein)	GENE_OR_PROTEIN	1	data/traits/metabolism/nitrogen_fixation.yaml
p-cluster	GENE_OR_PROTEIN	1	data/traits/metabolism/nitrogen_fixation.yaml
femo-cofactor (m-cluster)	GENE_OR_PROTEIN	1	data/traits/metabolism/nitrogen_fixation.yaml
f1fo atp synthase	GENE_OR_PROTEIN	1	data/traits/metabolism/oxidative_phosphorylation.yaml
complex i / nadh:quinone oxidoreductase (ndh-1)	GENE_OR_PROTEIN	1	data/traits/metabolism/oxidative_phosphorylation.yaml
succinate dehydrogenase / complex ii	GENE_OR_PROTEIN	1	data/traits/metabolism/oxidative_phosphorylation.yaml
proton translocation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/oxidative_phosphorylation.yaml
heme-copper oxidase	GENE_OR_PROTEIN	1	data/traits/metabolism/oxidative_phosphorylation.yaml
plastoquinone/plastoquinol pool	CHEMICAL	1	data/traits/metabolism/oxygenic_photosynthesis.yaml
ferredoxin	GENE_OR_PROTEIN	1	data/traits/metabolism/oxygenic_photosynthesis.yaml
light harvesting / excitation transfer	BIOLOGICAL_PROCESS	1	data/traits/metabolism/photosynthesis.yaml
reaction-center charge separation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/photosynthesis.yaml
photosynthetic electron transport	BIOLOGICAL_PROCESS	1	data/traits/metabolism/photosynthesis.yaml
transmembrane electrochemical proton gradient	STATE	1	data/traits/metabolism/photosynthesis.yaml
reducing power (nad(p)h)	CHEMICAL	1	data/traits/metabolism/photosynthesis.yaml
microbial rhodopsin	GENE_OR_PROTEIN	1	data/traits/metabolism/phototrophy.yaml
rhodopsin photocycle	BIOLOGICAL_PROCESS	1	data/traits/metabolism/phototrophy.yaml
high light intensity	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/phototrophy.yaml
wood-werkman cycle	PATHWAY	1	data/traits/metabolism/propionic_acid_fermentation.yaml
malate	CHEMICAL	1	data/traits/metabolism/propionic_acid_fermentation.yaml
methylmalonyl-coa	CHEMICAL	1	data/traits/metabolism/propionic_acid_fermentation.yaml
biotin	CHEMICAL	1	data/traits/metabolism/propionic_acid_fermentation.yaml
secreted proteases	GENE_OR_PROTEIN	1	data/traits/metabolism/proteolysis.yaml
amino acids / short peptides	CHEMICAL	1	data/traits/metabolism/proteolysis.yaml
peptides / oligopeptides	CHEMICAL	1	data/traits/metabolism/proteolysis.yaml
peptide transport systems (opp/dtpt/dpp)	GENE_OR_PROTEIN	1	data/traits/metabolism/proteolysis.yaml
intracellular peptidases	GENE_OR_PROTEIN	1	data/traits/metabolism/proteolysis.yaml
large extracellular proteins	CHEMICAL	1	data/traits/metabolism/proteolysis.yaml
substrate source / concentration / c:n stoichiometry	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/proteolysis.yaml
light-driven proton pumping	BIOLOGICAL_PROCESS	1	data/traits/metabolism/proteorhodopsin_phototrophy.yaml
all-trans retinal	CHEMICAL	1	data/traits/metabolism/proteorhodopsin_phototrophy.yaml
citryl-coa synthetase/lyase route	GENE_OR_PROTEIN	1	data/traits/metabolism/reductive_tca_cycle.yaml
2-oxoglutarate:ferredoxin oxidoreductase (ogor/kor)	GENE_OR_PROTEIN	1	data/traits/metabolism/reductive_tca_cycle.yaml
respiratory complex i (nadh:quinone oxidoreductase)	GENE_OR_PROTEIN	1	data/traits/metabolism/respiration.yaml
anoxic microsites	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/respiration.yaml
oxygen depletion	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/respiration.yaml
amylases / starch-active glycoside hydrolases	GENE_OR_PROTEIN	1	data/traits/metabolism/starch_degradation.yaml
starch (amylose/amylopectin)	CHEMICAL	1	data/traits/metabolism/starch_degradation.yaml
alpha-glucosidase / glucoamylase	GENE_OR_PROTEIN	1	data/traits/metabolism/starch_degradation.yaml
fermentative condition	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/substrate_level_phosphorylation.yaml
high-energy phosphorylated intermediate	CHEMICAL	1	data/traits/metabolism/substrate_level_phosphorylation.yaml
anaerobiosis / low oxygen	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/substrate_level_phosphorylation.yaml
acka-pta pathway	PATHWAY	1	data/traits/metabolism/substrate_level_phosphorylation.yaml
glutathione persulfide (gssh)	CHEMICAL	1	data/traits/metabolism/sulfur_oxidation.yaml
tetrathionate hydrolase (teth)	GENE_OR_PROTEIN	1	data/traits/metabolism/sulfur_oxidation.yaml
syntrophic product formation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/syntrophy.yaml
methanogenic product consumption	BIOLOGICAL_PROCESS	1	data/traits/metabolism/syntrophy.yaml
low hydrogen condition	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/syntrophy.yaml
interspecies hydrogen transfer	BIOLOGICAL_PROCESS	1	data/traits/metabolism/syntrophy.yaml
interspecies formate transfer	BIOLOGICAL_PROCESS	1	data/traits/metabolism/syntrophy.yaml
low hydrogen partial pressure	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/syntrophy.yaml
hydrogenase complex	GENE_OR_PROTEIN	1	data/traits/metabolism/syntrophy.yaml
hydrogen pressure inhibition	STATE	1	data/traits/metabolism/syntrophy.yaml
conductive pili (e-pili)	CELLULAR_LOCALIZATION	1	data/traits/metabolism/syntrophy.yaml
malonyl-coa	CHEMICAL	1	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml
(2s)-methylmalonyl-coa	CHEMICAL	1	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml
propionyl-coa synthase	GENE_OR_PROTEIN	1	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml
mmc lyase	GENE_OR_PROTEIN	1	data/traits/metabolism/three_hydroxypropionate_bicycle.yaml
methyl branch	PATHWAY	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
carbonyl branch	PATHWAY	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
formyl-thf synthetase (fts/fhs)	GENE_OR_PROTEIN	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
corrinoid iron-sulfur protein (cofesp)	GENE_OR_PROTEIN	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
acetyl-coa synthase (acs)	GENE_OR_PROTEIN	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
tetrahydrofolate (thf)	CHEMICAL	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
zero net atp from substrate-level phosphorylation	QUALITY	1	data/traits/metabolism/wood_ljungdahl_pathway.yaml
xylanase systems	GENE_OR_PROTEIN	1	data/traits/metabolism/xylan_degradation.yaml
hemicellulase gene expression	BIOLOGICAL_PROCESS	1	data/traits/metabolism/xylan_degradation.yaml
ce15 glucuronoyl esterases	GENE_OR_PROTEIN	1	data/traits/metabolism/xylan_degradation.yaml
xylan saccharification	BIOLOGICAL_PROCESS	1	data/traits/metabolism/xylan_degradation.yaml
aldouronic acids	CHEMICAL	1	data/traits/metabolism/xylan_degradation.yaml
bipolar placement	QUALITY	1	data/traits/morphology/amphitrichous.yaml
flif (ms-ring)	GENE_OR_PROTEIN	1	data/traits/morphology/amphitrichous.yaml
flhf polar localization	BIOLOGICAL_PROCESS	1	data/traits/morphology/amphitrichous.yaml
polar flagellar number	QUALITY	1	data/traits/morphology/amphitrichous.yaml
periplasmic flagella	CELLULAR_LOCALIZATION	1	data/traits/morphology/axially_filamented.yaml
flagellar basal motor	GENE_OR_PROTEIN	1	data/traits/morphology/axially_filamented.yaml
torque generation	BIOLOGICAL_PROCESS	1	data/traits/morphology/axially_filamented.yaml
corkscrew motility	BIOLOGICAL_PROCESS	1	data/traits/morphology/axially_filamented.yaml
flbb periplasmic ring	GENE_OR_PROTEIN	1	data/traits/morphology/axially_filamented.yaml
flagellar rotor	GENE_OR_PROTEIN	1	data/traits/morphology/axially_filamented.yaml
stator complex	GENE_OR_PROTEIN	1	data/traits/morphology/axially_filamented.yaml
wavy / flat-wave cell morphology	QUALITY	1	data/traits/morphology/axially_filamented.yaml
peptidoglycan cell wall	CELLULAR_LOCALIZATION	1	data/traits/morphology/bacillus_shaped.yaml
roda-pbp2 synthase (rod complex)	GENE_OR_PROTEIN	1	data/traits/morphology/bacillus_shaped.yaml
bacterial cell elongation	BIOLOGICAL_PROCESS	1	data/traits/morphology/bacillus_shaped.yaml
circumferential glycan strand insertion	BIOLOGICAL_PROCESS	1	data/traits/morphology/bacillus_shaped.yaml
spherical cell morphology	TRAIT	1	data/traits/morphology/bacillus_shaped.yaml
phenolic precursors	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
tyrosinase/laccase oxidases	GENE_OR_PROTEIN	1	data/traits/morphology/black_pigmented.yaml
black-brown melanin	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
visible black color	MOLECULAR_FUNCTION	1	data/traits/morphology/black_pigmented.yaml
dopaquinone/dihydroxyindole intermediates	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
dhn (1,8-dihydroxynaphthalene)	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
dhn-melanin (allomelanin)	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
copper ion	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
l-tyrosine	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
dopa-melanin (eumelanin)	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
hppd (4-hydroxyphenylpyruvate dioxygenase)	GENE_OR_PROTEIN	1	data/traits/morphology/black_pigmented.yaml
homogentisic acid (hga)	CHEMICAL	1	data/traits/morphology/black_pigmented.yaml
hmga (homogentisate 1,2-dioxygenase)	GENE_OR_PROTEIN	1	data/traits/morphology/black_pigmented.yaml
diviva foci	GENE_OR_PROTEIN	1	data/traits/morphology/branched_shaped.yaml
branch-site selection	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
polarisome behavior	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
local cell-wall assembly	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
lateral branch outgrowth	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
diviva polarisome splitting	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
diviva/scy/filp polarisome	GENE_OR_PROTEIN	1	data/traits/morphology/branched_shaped.yaml
localization of peptidoglycan synthases and hydrolases to the apex	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
afsk-mediated diviva phosphorylation	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
multiple new polarisomes and hyperbranching	STATE	1	data/traits/morphology/branched_shaped.yaml
sppa dephosphorylation of diviva	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
cell-wall stress (bacitracin/vancomycin)	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/branched_shaped.yaml
stlp membrane microdomain formation	BIOLOGICAL_PROCESS	1	data/traits/morphology/branched_shaped.yaml
proper polar growth and normal branch spacing	STATE	1	data/traits/morphology/branched_shaped.yaml
visible brown color	MOLECULAR_FUNCTION	1	data/traits/morphology/brown_pigmented.yaml
maleylacetoacetate	CHEMICAL	1	data/traits/morphology/brown_pigmented.yaml
capsular polysaccharide assembly	BIOLOGICAL_PROCESS	1	data/traits/morphology/capsule.yaml
host immune evasion	QUALITY	1	data/traits/morphology/capsule.yaml
wzx flippase	GENE_OR_PROTEIN	1	data/traits/morphology/capsule.yaml
lipid-linked capsule repeat unit	CHEMICAL	1	data/traits/morphology/capsule.yaml
wzy polymerase	GENE_OR_PROTEIN	1	data/traits/morphology/capsule.yaml
wzb phosphatase cycle	BIOLOGICAL_PROCESS	1	data/traits/morphology/capsule.yaml
wzc-regulated capsule assembly	BIOLOGICAL_PROCESS	1	data/traits/morphology/capsule.yaml
wza outer-membrane export protein	GENE_OR_PROTEIN	1	data/traits/morphology/capsule.yaml
kpsmt abc transporter	GENE_OR_PROTEIN	1	data/traits/morphology/capsule.yaml
carboxysome shell	ORGANELLE	1	data/traits/morphology/carboxysome.yaml
rubisco carboxylation	MOLECULAR_FUNCTION	1	data/traits/morphology/carboxysome.yaml
bmc-h/t/p shell proteins	GENE_OR_PROTEIN	1	data/traits/morphology/carboxysome.yaml
conjugated carotenoids	CHEMICAL	1	data/traits/morphology/carotenoid_pigmentation.yaml
yellow-orange-red color	MOLECULAR_FUNCTION	1	data/traits/morphology/carotenoid_pigmentation.yaml
phytoene synthase	GENE_OR_PROTEIN	1	data/traits/morphology/carotenoid_pigmentation.yaml
phytoene	CHEMICAL	1	data/traits/morphology/carotenoid_pigmentation.yaml
lycopene cyclases	GENE_OR_PROTEIN	1	data/traits/morphology/carotenoid_pigmentation.yaml
elongation rate	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length.yaml
ftsz ring (divisome)	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length.yaml
division-site placement	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length.yaml
rod complex (elongasome)	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length.yaml
sidewall peptidoglycan synthesis	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length.yaml
ftsa and zipa (proto-ring tethers)	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length.yaml
ftswi septal pg synthase	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length.yaml
septum synthesis	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length.yaml
fast elongation rate	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_large.yaml
division-timing delay	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_large.yaml
sula-mediated division inhibition	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_large.yaml
ftsz z-ring	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_large.yaml
onset of constriction	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_large.yaml
moderate growth rate	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_medium.yaml
growth-rate size law	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_medium.yaml
peptidoglycan insertion during elongation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_medium.yaml
mrec/mred balance	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length_medium.yaml
peptidoglycan density / mechanical strength	QUALITY	1	data/traits/morphology/cell_length_medium.yaml
rod shape	TRAIT	1	data/traits/morphology/cell_length_medium.yaml
membrane synthesis	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_medium.yaml
pg-membrane envelope balance	STATE	1	data/traits/morphology/cell_length_medium.yaml
ftsz abundance	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length_small.yaml
cell division timing	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_small.yaml
ftsz ring formation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_small.yaml
ftsn	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length_small.yaml
ftswi septal pg synthase complex	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length_small.yaml
z-ring condensation and stability	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_small.yaml
ftsz proto-ring (with ftsa/zipa)	GENE_OR_PROTEIN	1	data/traits/morphology/cell_length_small.yaml
divisome assembly	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_small.yaml
ftsz positioning at midcell	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_small.yaml
nitrogen limitation	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/cell_length_very_small.yaml
reduced transcriptional regulation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_length_very_small.yaml
nutrient-poor environment	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/cell_length_very_small.yaml
peptidoglycan architecture	CELLULAR_LOCALIZATION	1	data/traits/morphology/cell_shape.yaml
rod shape	QUALITY	1	data/traits/morphology/cell_shape.yaml
a22 (mreb inhibitor)	CHEMICAL	1	data/traits/morphology/cell_shape.yaml
cardiolipin / increased lipid order	CHEMICAL	1	data/traits/morphology/cell_shape.yaml
flotillins	GENE_OR_PROTEIN	1	data/traits/morphology/cell_shape.yaml
cell wall synthesis	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_shape.yaml
turgor pressure	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/cell_width.yaml
class a pbp (apbp) cell-wall synthesis system	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_width.yaml
roda-pbp2 core synthase	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width.yaml
rod-complex accessory proteins mrec/mred/rodz	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width.yaml
cell envelope bending rigidity	QUALITY	1	data/traits/morphology/cell_width.yaml
rich growth conditions	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/cell_width_large.yaml
roda-pbp2 elongasome complex	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width_large.yaml
roda-pbp2 allosteric activation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_width_large.yaml
lateral sidewall peptidoglycan insertion	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_width_large.yaml
mreb cytoskeletal filaments	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width_large.yaml
circumferential peptidoglycan insertion	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_width_large.yaml
rod-complex circumferential rotation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cell_width_large.yaml
even peptidoglycan distribution	QUALITY	1	data/traits/morphology/cell_width_large.yaml
mrec-mred balance	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width_large.yaml
mred	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width_medium.yaml
class a penicillin-binding proteins (apbps)	GENE_OR_PROTEIN	1	data/traits/morphology/cell_width_medium.yaml
roda-pbp2 open conformation	STATE	1	data/traits/morphology/cell_width_small.yaml
rod width/diameter control	CAPACITY	1	data/traits/morphology/cell_width_small.yaml
peptidoglycan hydrolase activity	MOLECULAR_FUNCTION	1	data/traits/morphology/cell_width_small.yaml
high surface-to-volume ratio	QUALITY	1	data/traits/morphology/cell_width_very_small.yaml
nutrient uptake efficiency	CAPACITY	1	data/traits/morphology/cell_width_very_small.yaml
small-cell bacteria	STATE	1	data/traits/morphology/cell_width_very_small.yaml
oligotrophic waters	ENVIRONMENTAL_FACTOR	1	data/traits/morphology/cell_width_very_small.yaml
reduced genome size	QUALITY	1	data/traits/morphology/cell_width_very_small.yaml
septal growth	BIOLOGICAL_PROCESS	1	data/traits/morphology/coccobacillus_shaped.yaml
short-rod geometry	BIOLOGICAL_PROCESS	1	data/traits/morphology/coccobacillus_shaped.yaml
roda/pbp3 elongasome	GENE_OR_PROTEIN	1	data/traits/morphology/coccobacillus_shaped.yaml
cell length-to-width ratio	QUALITY	1	data/traits/morphology/coccobacillus_shaped.yaml
pbp2 localization	CELLULAR_LOCALIZATION	1	data/traits/morphology/coccobacillus_shaped.yaml
ftsz filament properties	GENE_OR_PROTEIN	1	data/traits/morphology/coccobacillus_shaped.yaml
pbp2 (elongasome transpeptidase)	GENE_OR_PROTEIN	1	data/traits/morphology/coccobacillus_shaped.yaml
orthogonal division planes	BIOLOGICAL_PROCESS	1	data/traits/morphology/coccus_shaped.yaml
ovococcal/ovoid shape	QUALITY	1	data/traits/morphology/coccus_shaped.yaml
low pigment accumulation	BIOLOGICAL_PROCESS	1	data/traits/morphology/cream_pigmented.yaml
pale cream coloration	BIOLOGICAL_PROCESS	1	data/traits/morphology/cream_pigmented.yaml
carotenoid biosynthesis genes (crt locus)	GENE_OR_PROTEIN	1	data/traits/morphology/cream_pigmented.yaml
carotenoid biosynthesis gene disruption	EXPERIMENTAL_FACTOR	1	data/traits/morphology/cream_pigmented.yaml
isoprenoid (mep-pathway) precursor supply	BIOLOGICAL_PROCESS	1	data/traits/morphology/cream_pigmented.yaml
